name,company,company_size,field,workarea,background,education,low_salary,high_salary
ka大客户销售,珍岛信息技术（上海）股份有限公司,2000人以上,"移动互联网,企业服务",上海,3-5年,本科,13,17
运维开发工程师,深圳市麦谷科技有限公司,50-150人,"移动互联网,数据服务",深圳,5-10年,不限,20,35
java（互联网相关系统建设）,湖南玖零教育科技有限公司,150-500人,文娱丨内容,北京,1-3年,本科,12,15
web前端开发工程师,深圳光汇石油集团股份有限公司,500-2000人,其他,深圳,3-5年,本科,15,25
网络安全运维工程师助理/实习（高薪+双休）,河南咔咔创联网络科技有限公司,150-500人,"移动互联网,人工智能",郑州,不限,大专,4,6
java开发工程师,上海华钦信息科技股份有限公司,500-2000人,"数据服务,金融",上海,3-5年,本科,15,23
销售专员,广州伊智信息科技有限公司,500-2000人,消费生活,广州,不限,不限,8,16
销售经理,友邦保险有限公司深圳分公司,2000人以上,金融,深圳,5-10年,本科,15,30
Android开发工程师(J10334),基蛋生物科技股份有限公司,500-2000人,医疗丨健康,南京,1-3年,本科,10,15
游戏特效师,成都世纪阳天科技有限公司,150-500人,"移动互联网,游戏",成都,1-3年,大专,6,11
c++开发工程师,昆山微远信息技术有限公司,150-500人,"游戏,其他",上海,3-5年,大专,20,30
射频工程师,珠海新火科技有限公司,500-2000人,其他,珠海,3-5年,本科,15,25
销售支持经理,上海箱箱物流科技有限公司,150-500人,消费生活,上海,5-10年,本科,10,15
电商运营（内容营销/用户运营）,蓝月亮（中国）有限公司,2000人以上,消费生活,广州,1-3年,本科,6,12
销售专员,六盘水恩为农业发展有限公司,15-50人,"其他,旅游",杭州,1年以下,不限,7,10
前端开发工程师（云舜）,白云电气集团有限公司,2000人以上,企业服务,韶关,1-3年,大专,10,20
招兼职演员,深圳市盛世唐朝文化传播有限公司,50-150人,文娱丨内容、其他,深圳,不限,不限,9,10
文员,江苏网进科技股份有限公司,500-2000人,数据服务,苏州,3-5年,大专,5,6
区域销售,武汉鼎森电子科技有限公司,150-500人,"移动互联网,文娱丨内容",武汉,1-3年,本科,8,13
知识图谱开发工程师,广州经传多赢投资咨询有限公司,2000人以上,金融,广州,3-5年,本科,11,22
ue4特效设计师,上海炫伍科技股份有限公司,50-150人,"文娱丨内容,移动互联网",上海,3-5年,本科,15,20
u3d客户端,北京明途真科技有限公司,150-500人,游戏,成都,3-5年,本科,10,20
助理文员,深圳互联行金融服务有限公司,50-150人,金融,深圳,不限,不限,5,9
游戏UI,成都世纪阳天科技有限公司,150-500人,"移动互联网,游戏",成都,1-3年,大专,7,12
产品经理,重庆商社电子商务有限公司,50-150人,电商,重庆,5-10年,本科,11,22
java开发工程师,北京眼神科技有限公司,150-500人,"数据服务,信息安全",北京,3-5年,本科,12,20
数据专员（实习生）,安徽希施玛数据科技有限公司,150-500人,"金融,数据服务",合肥,应届毕业生,大专,2,3
信息流广告优化师,深圳市派斯逊广告有限公司,15-50人,"移动互联网,广告营销",深圳,不限,本科,6,12
web前端开发工程师,北京悦和软件有限公司,15-50人,移动互联网,北京,3-5年,大专,10,15
ios开发工程师,昆山微远信息技术有限公司,150-500人,"游戏,其他",上海,3-5年,大专,12,18
测试工程师,珠海新火科技有限公司,500-2000人,其他,珠海,1-3年,本科,7,10
高级报表经理,上海箱箱物流科技有限公司,150-500人,消费生活,上海,5-10年,本科,25,35
平面设计实习生,蓝月亮（中国）有限公司,2000人以上,消费生活,广州,应届毕业生,本科,2,3
财务经理,深圳市万泽航空科技有限责任公司,150-500人,"硬件,其他",汕尾,3-5年,本科,10,15
销售经理,六盘水恩为农业发展有限公司,15-50人,"其他,旅游",杭州,不限,不限,3,6
it技术支持,杭州诚智天扬科技有限公司,50-150人,移动互联网,杭州,应届毕业生,本科,4,8
互联网销售代表,湖北连邦云创科技有限公司,50-150人,"信息安全,数据服务",武汉,不限,本科,5,10
在线客服,德阳艾克斯网络科技有限公司,150-500人,"企业服务,硬件",重庆,1年以下,大专,6,8
景观设计实习生,福建融汇生态环境工程有限公司,15-50人,"房产家居,其他",福州,应届毕业生,大专,2,3
PHP工程师,广东乐从钢铁世界有限公司,150-500人,"电商,其他",佛山,1-3年,大专,10,15
ios开发工程师,广州棒谷科技股份有限公司,2000人以上,电商,广州,1-3年,本科,10,15
java开发工程师,奥解思信息科技（上海）有限公司,500-2000人,金融,上海,不限,本科,13,20
急聘java开发工程师,深圳市博悦科创科技有限公司,500-2000人,移动互联网,深圳,3-5年,本科,10,15
硬件产品经理,长城汽车股份有限公司,2000人以上,其他,保定,3-5年,本科,20,25
工业互联网售前项目经理,中国联合网络通信有限公司东莞市分公司,500-2000人,"通讯电子,物联网",东莞,1-3年,本科,10,15
人事行政,北京谊安医疗系统股份有限公司,500-2000人,医疗丨健康,贵阳,3-5年,大专,4,6
房产中介,合肥志怀房地产经纪有限公司,150-500人,房产家居,合肥,不限,不限,8,16
车险专员,中国大地财产保险股份有限公司,2000人以上,金融,上海,应届毕业生,不限,5,10
亚马逊运营助理,广州罗拉信息科技有限公司,50-150人,电商,广州,1年以下,大专,4,5
京东运营店长/主管,深圳市喵家实业商贸有限公司,50-150人,电商,深圳,1-3年,大专,6,12
Java开发技术专家,杭州财人汇网络股份有限公司,150-500人,"移动互联网,金融",武汉,5-10年,本科,15,22
web前端工程师,上海德客易采信息科技有限公司,15-50人,"信息安全,软件开发",上海,3-5年,本科,12,16
java高级开发工程师,金千枝（深圳）软件技术有限公司,150-500人,"企业服务,数据服务",深圳,5-10年,大专,18,25
策划经理 -电商向,上海汉跃文化传媒有限公司,50-150人,广告营销,上海,3-5年,大专,10,15
大媒体运营（应届生也可）,西安超斯塔科技有限公司,50-150人,"移动互联网,广告营销",西安,1-3年,本科,4,6
商务经理/总监（智慧城市方向）,四川港投云港科技有限公司,50-150人,"软件开发,其他",成都,3-5年,本科,10,20
测试工程师,广州明动软件股份有限公司,150-500人,企业服务,广州,3-5年,本科,9,14
Java工程师,杭州财人汇网络股份有限公司,150-500人,"移动互联网,金融",武汉,1-3年,本科,7,13
java高级开发工程师/Java主管,杭州财人汇网络股份有限公司,150-500人,"移动互联网,金融",武汉,5-10年,本科,11,18
软件测试工程师,杭州财人汇网络股份有限公司,150-500人,"移动互联网,金融",武汉,1-3年,本科,5,10
软件测试主管,杭州财人汇网络股份有限公司,150-500人,"移动互联网,金融",武汉,5-10年,本科,13,25
数据库开发工程师（Oracle开发）,杭州财人汇网络股份有限公司,150-500人,"移动互联网,金融",武汉,3-5年,本科,11,16
人力资源的实习生,梅卡曼德（北京）机器人科技有限公司,150-500人,"企业服务,硬件",北京,应届毕业生,本科,2,4
招聘专员,梅卡曼德（北京）机器人科技有限公司,150-500人,"企业服务,硬件",北京,1-3年,本科,8,15
投资分析师,华壹信融投资管理（北京）有限责任公司,150-500人,金融,北京,1-3年,本科,10,15
深度学习算法,北京竞业达数码科技股份有限公司,500-2000人,"移动互联网,硬件",西安,3-5年,硕士,10,18
售前工程师,北京竞业达数码科技股份有限公司,500-2000人,"移动互联网,硬件",北京,1-3年,本科,10,15
售前工程师,北京竞业达数码科技股份有限公司,500-2000人,"移动互联网,硬件",济南,3-5年,本科,7,10
售前工程师,北京竞业达数码科技股份有限公司,500-2000人,"移动互联网,硬件",南京,3-5年,本科,7,10
售前工程师,北京竞业达数码科技股份有限公司,500-2000人,"移动互联网,硬件",广州,1-3年,本科,7,10
java开发工程师,西安奥途网络科技有限公司,150-500人,软件开发,上海,1-3年,不限,10,13
java开发工程师,西安奥途网络科技有限公司,150-500人,软件开发,南京,1-3年,大专,8,10
java开发,西安奥途网络科技有限公司,150-500人,软件开发,上海,1-3年,大专,11,14
java开发工程师,西安奥途网络科技有限公司,150-500人,软件开发,上海,1-3年,大专,10,12
ios开发工程师,西安奥途网络科技有限公司,150-500人,软件开发,上海,不限,不限,8,11
数据仓库,上海诺祺科技有限公司,150-500人,金融,广州,3-5年,本科,8,15
app推广,九河信息技术（上海）有限公司,150-500人,电商,上海,1-3年,本科,15,20
广告投放,九河信息技术（上海）有限公司,150-500人,电商,上海,1-3年,本科,15,20
新媒体运营,九河信息技术（上海）有限公司,150-500人,电商,上海,1-3年,本科,9,14
头条推广,九河信息技术（上海）有限公司,150-500人,电商,上海,1-3年,本科,15,20
测试开发工程师实习岗,成都市昊万通电子科技有限公司,150-500人,"企业服务,通讯电子",成都,不限,不限,3,6
测试工程师,成都市昊万通电子科技有限公司,150-500人,"企业服务,通讯电子",成都,不限,不限,4,8
中级测试工程师,广东中建普联科技股份有限公司,150-500人,"移动互联网,数据服务",广州,1-3年,大专,8,13
销售顾问销售代表,广东中建普联科技股份有限公司,150-500人,"移动互联网,数据服务",广州,不限,不限,8,15
销售经理主管,广东中建普联科技股份有限公司,150-500人,"移动互联网,数据服务",广州,1-3年,大专,6,11
办公室文员,北京惠通祥达商贸有限公司,少于15人,物流丨运输,北京,不限,大专,4,8
ios开发工程师,安徽米娱科技有限公司,50-150人,"文娱丨内容,社交",合肥,3-5年,本科,12,22
产品经理,安徽米娱科技有限公司,50-150人,"文娱丨内容,社交",合肥,3-5年,本科,5,10
销售代表销售顾问,洛阳联搜网络科技有限公司,15-50人,"企业服务,物联网",洛阳,应届毕业生,不限,4,8
电话销售,洛阳联搜网络科技有限公司,15-50人,"企业服务,物联网",洛阳,应届毕业生,不限,4,8
英语论坛技术支持工程师,上海微创软件股份有限公司,2000人以上,"企业服务,移动互联网",上海,不限,本科,6,8
初级移动端测试工程师,上海微创软件股份有限公司,2000人以上,"企业服务,移动互联网",上海,1-3年,大专,7,9
英语笔译邮件资质审核专家,上海微创软件股份有限公司,2000人以上,"企业服务,移动互联网",上海,不限,本科,5,7
资深Unity3d开发工程师,景瀚科技（深圳）有限公司,15-50人,"移动互联网,游戏",深圳,5-10年,本科,20,25
unity3d主程,景瀚科技（深圳）有限公司,15-50人,"移动互联网,游戏",深圳,5-10年,本科,20,35
金融财务规划师,中国人寿保险股份有限公司武汉市分公司徐东路营销服务部,500-2000人,金融,武汉,不限,大专,6,12
Java开发工程师（交付三部）,北大医疗信息技术有限公司,500-2000人,医疗丨健康,南京,3-5年,本科,10,20
JAVA开发工程师（应届）,北大医疗信息技术有限公司,500-2000人,医疗丨健康,济南,应届毕业生,本科,6,10
产品经理（应届）,北大医疗信息技术有限公司,500-2000人,医疗丨健康,广州,应届毕业生,硕士,8,12
实施工程师,北大医疗信息技术有限公司,500-2000人,医疗丨健康,西双版纳,3-5年,大专,6,12
高级项目经理,北大医疗信息技术有限公司,500-2000人,医疗丨健康,南京,5-10年,本科,20,35
实施工程师,北大医疗信息技术有限公司,500-2000人,医疗丨健康,普洱,3-5年,大专,6,12
JAVA开发工程师（应届）,北大医疗信息技术有限公司,500-2000人,医疗丨健康,沈阳,应届毕业生,本科,6,10
React/React Native开发工程师,北大医疗信息技术有限公司,500-2000人,医疗丨健康,北京,1-3年,本科,8,15
delphi开发工程师,北大医疗信息技术有限公司,500-2000人,医疗丨健康,济南,1-3年,本科,8,10
项目经理,北大医疗信息技术有限公司,500-2000人,医疗丨健康,广州,3-5年,本科,9,18
实施工程师,北大医疗信息技术有限公司,500-2000人,医疗丨健康,三门峡,3-5年,大专,7,14
ui设计师,北大医疗信息技术有限公司,500-2000人,医疗丨健康,北京,3-5年,本科,8,16
中级实施工程师,北大医疗信息技术有限公司,500-2000人,医疗丨健康,南京,3-5年,本科,10,16
java开发工程师,北大医疗信息技术有限公司,500-2000人,医疗丨健康,枣庄,3-5年,本科,7,14
产品经理（偏后端）,上海朗绿建筑科技股份有限公司,150-500人,"消费生活,企业服务",南京,3-5年,本科,10,15
